,연도,선수이름,팀명,평균자책점,경기,승,패,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당 출루허용률
739,2018,최원태,넥센,3.95,23,13,7,0,0,0.650,134 1/3,144,8,35,11,101,62,59,1.33
740,2018,이보근,넥센,4.28,64,7,6,0,24,0.538,61,66,6,14,4,54,36,29,1.31
741,2018,한현희,넥센,4.79,30,11,7,0,0,0.611,169,208,22,49,20,105,98,90,1.52
742,2018,윤영삼,넥센,4.85,22,1,0,2,0,1.000,29 2/3,31,2,8,1,32,18,16,1.31
743,2018,김상수,넥센,5.17,58,2,3,18,14,0.400,55 2/3,53,9,23,1,68,32,32,1.37
744,2018,해커,넥센,5.20,14,5,3,0,0,0.625,79 2/3,86,16,30,5,56,49,46,1.46
745,2018,이승호,넥센,5.60,32,1,3,0,4,0.250,45,44,8,22,5,38,28,28,1.47
746,2018,김동준,넥센,6.04,33,2,2,2,1,0.500,47 2/3,61,10,18,4,36,33,32,1.66
747,2018,김성민,넥센,6.19,46,2,1,0,5,0.667,48,61,6,21,3,45,38,33,1.71
748,2018,오주원,넥센,6.19,61,3,6,1,15,0.333,52 1/3,61,8,13,1,36,37,36,1.41
749,2018,신재영,넥센,6.75,26,8,9,0,1,0.471,101 1/3,133,31,23,8,53,80,76,1.54
750,2018,안우진,넥센,7.19,20,2,4,0,1,0.333,41 1/3,46,6,28,3,46,35,33,1.79
751,2018,조덕길,넥센,7.43,25,0,0,0,0,-,26 2/3,35,6,13,0,25,24,22,1.80
752,2018,하영민,넥센,7.71,9,0,2,0,0,0.000,16 1/3,30,3,7,1,10,18,14,2.27
753,2018,김선기,넥센,7.94,21,0,1,0,1,0.000,22 2/3,34,5,16,0,21,22,20,2.21
754,2018,김정인,넥센,8.59,2,0,1,0,0,0.000,7 1/3,14,1,3,1,4,7,7,2.32
755,2018,이영준,넥센,22.50,2,0,0,0,0,-,2,6,0,3,0,2,5,5,4.50
756,2018,서의태,넥센,54.00,1,0,0,0,0,-,2/3,1,0,2,1,1,4,4,4.50
757,2018,린드블럼,두산,2.88,26,15,4,0,0,0.789,168 2/3,142,16,38,8,157,56,54,1.07
758,2018,함덕주,두산,2.96,62,6,3,27,3,0.667,67,58,4,37,4,75,23,22,1.42
759,2018,박신지,두산,3.00,17,1,2,0,0,0.333,21,14,4,9,1,16,7,7,1.10
760,2018,김승회,두산,3.46,55,3,4,3,11,0.429,54 2/3,54,6,23,5,34,26,21,1.41
761,2018,이용찬,두산,3.63,25,15,3,0,0,0.833,144,151,14,36,8,102,62,58,1.30
762,2018,박치국,두산,3.63,67,1,5,3,17,0.167,67,80,5,15,9,60,30,27,1.42
763,2018,김정후,두산,3.63,13,0,1,0,0,0.000,17 1/3,12,3,12,1,12,8,7,1.38
764,2018,후랭코프,두산,3.74,28,18,3,0,0,0.857,149 1/3,118,12,55,22,134,64,62,1.16
765,2018,홍상삼,두산,4.30,17,1,0,0,0,1.000,14 2/3,13,1,12,2,13,7,7,1.70
766,2018,김강률,두산,4.62,65,5,0,6,11,1.000,76,72,7,24,3,81,42,39,1.26
767,2018,이현승,두산,4.99,39,1,0,0,6,1.000,30 2/3,39,4,14,1,21,18,17,1.73
768,2018,이영하,두산,5.28,40,10,3,0,2,0.769,122 2/3,140,15,54,9,90,75,72,1.58
769,2018,강동연,두산,5.40,8,1,0,0,0,1.000,11 2/3,10,2,5,0,5,8,7,1.29
770,2018,이현호,두산,6.11,15,0,0,1,0,-,28,37,4,13,1,23,19,19,1.79
771,2018,유희관,두산,6.70,29,10,10,0,0,0.500,141,197,23,42,4,81,108,105,1.70
772,2018,한주성,두산,6.75,3,0,0,0,0,-,4,8,0,1,1,1,3,3,2.25
773,2018,유재유,두산,7.11,5,0,1,0,0,0.000,6 1/3,11,1,3,3,5,5,5,2.21
774,2018,현도훈,두산,7.27,3,0,1,0,0,0.000,8 2/3,11,2,6,1,5,7,7,1.96
775,2018,곽빈,두산,7.55,32,3,1,1,4,0.750,31,44,6,17,3,26,26,26,1.97
776,2018,박성모,두산,9.00,2,0,1,0,0,0.000,2,4,1,0,1,1,2,2,2.00
777,2018,윤수호,두산,9.24,17,0,1,0,0,0.000,25 1/3,33,4,17,1,19,31,26,1.97
778,2018,장원준,두산,9.92,24,3,7,0,2,0.300,71 2/3,101,12,33,11,46,81,79,1.87
779,2018,변진수,두산,10.13,10,0,0,0,0,-,10 2/3,16,2,2,4,8,12,12,1.69
780,2018,최원준,두산,10.61,6,0,0,0,0,-,9 1/3,22,2,0,5,5,16,11,2.36
781,2018,최대성,두산,11.70,8,0,0,0,0,-,10,15,3,8,0,10,13,13,2.30
782,2018,장민익,두산,27.00,3,0,0,0,0,-,2,5,3,2,1,2,6,6,3.50
783,2018,허준혁,두산,27.00,1,0,1,0,0,0.000,1 2/3,4,0,3,0,1,5,5,4.20
784,2018,김민규,두산,54.00,1,0,0,0,0,-,1/3,1,0,2,0,0,2,2,9.00
785,2018,김건국,롯데,2.53,5,1,0,0,0,1.000,10 2/3,11,1,0,1,9,3,3,1.03
786,2018,구승민,롯데,3.67,64,7,4,0,14,0.636,73 2/3,62,12,31,3,75,33,30,1.26
787,2018,오현택,롯데,3.76,72,3,2,0,25,0.600,64 2/3,66,11,12,3,63,32,27,1.21
788,2018,손승락,롯데,3.90,57,3,5,28,0,0.375,57 2/3,53,1,20,1,60,26,25,1.27
789,2018,노경은,롯데,4.08,33,9,6,0,0,0.600,132 1/3,127,18,30,4,89,65,60,1.19
790,2018,진명호,롯데,4.38,60,5,4,1,9,0.556,61 2/3,53,7,46,1,65,34,30,1.61
791,2018,윤길현,롯데,4.64,32,1,2,0,4,0.333,33,33,4,15,0,29,18,17,1.45
792,2018,장시환,롯데,4.66,32,1,0,0,2,1.000,36 2/3,39,5,19,3,44,23,19,1.58
793,2018,레일리,롯데,4.74,30,11,13,0,0,0.458,178 1/3,180,24,54,18,178,106,94,1.31
794,2018,듀브론트,롯데,4.92,25,6,9,0,0,0.400,137 1/3,162,13,62,8,109,82,75,1.63
795,2018,이명우,롯데,5.32,59,0,1,0,2,0.000,44,59,1,9,0,25,36,26,1.55
796,2018,배장호,롯데,5.92,25,1,1,0,0,0.500,24 1/3,29,3,10,2,13,18,16,1.60
797,2018,송승준,롯데,6.15,22,3,4,0,0,0.429,79,93,8,35,4,68,58,54,1.62
798,2018,정성종,롯데,6.16,10,0,1,0,0,0.000,19,19,2,8,1,12,13,13,1.42
799,2018,박진형,롯데,6.23,13,3,2,0,1,0.600,13,23,1,8,1,11,12,9,2.38
800,2018,윤성빈,롯데,6.39,18,2,5,0,0,0.286,50 2/3,51,5,36,3,65,36,36,1.72
801,2018,정태승,롯데,6.75,3,0,0,0,0,-,2 2/3,4,0,3,0,3,4,2,2.63
802,2018,김원중,롯데,6.94,30,8,7,0,0,0.533,145 1/3,173,28,77,11,137,115,112,1.72
803,2018,고효준,롯데,6.96,43,2,3,0,7,0.400,32 1/3,33,3,23,0,39,27,25,1.73
804,2018,박시영,롯데,8.54,21,0,0,0,0,-,26 1/3,35,6,14,1,19,27,25,1.86
805,2018,박세웅,롯데,9.92,14,1,5,0,0,0.167,49,83,10,29,4,40,54,54,2.29
806,2018,홍성민,롯데,12.27,4,0,0,0,0,-,3 2/3,6,1,1,0,3,5,5,1.91
807,2018,김대우,롯데,13.50,5,0,0,0,0,-,3 1/3,8,2,1,0,2,5,5,2.70
808,2018,조무근,롯데,13.50,2,1,0,0,0,1.000,2/3,2,0,1,2,1,1,1,4.50
809,2018,조정훈,롯데,16.62,7,0,0,0,0,-,4 1/3,6,0,4,2,5,13,8,2.31
810,2018,장지훈,삼성,0.00,1,0,0,0,0,-,1,1,0,0,0,1,0,0,1.00
811,2018,최채흥,삼성,3.21,8,4,1,0,0,0.800,28,30,5,8,1,25,11,10,1.36
812,2018,정인욱,삼성,3.48,19,1,0,0,0,1.000,31,31,3,9,3,27,17,12,1.29
813,2018,최충연,삼성,3.60,70,2,6,8,16,0.250,85,73,6,26,2,101,34,34,1.16
814,2018,임현준,삼성,3.90,40,0,1,0,3,0.000,27 2/3,20,3,11,5,26,12,12,1.12
815,2018,권오준,삼성,3.95,47,3,1,1,2,0.750,43 1/3,43,7,12,3,52,21,19,1.27
816,2018,심창민,삼성,4.07,59,5,2,17,5,0.714,66 1/3,57,12,22,9,68,32,30,1.19
817,2018,우규민,삼성,4.30,48,4,1,0,10,0.800,58 2/3,70,6,12,5,48,28,28,1.40
818,2018,장필준,삼성,4.34,61,5,5,6,13,0.500,66 1/3,65,6,25,6,74,35,32,1.36
819,2018,김승현,삼성,4.45,28,1,3,0,2,0.250,32 1/3,48,3,15,5,29,18,16,1.95
820,2018,백정현,삼성,4.58,25,7,7,1,0,0.500,125 2/3,142,18,36,3,99,68,64,1.42
821,2018,양창섭,삼성,5.05,19,7,6,0,0,0.538,87 1/3,100,12,34,10,49,52,49,1.53
822,2018,아델만,삼성,5.05,31,8,12,0,0,0.400,171,202,20,54,11,137,101,96,1.50
823,2018,보니야,삼성,5.30,29,7,10,0,0,0.412,168,193,23,63,12,151,111,99,1.52
824,2018,장원삼,삼성,6.16,8,3,1,0,0,0.750,38,47,4,13,1,27,27,26,1.58
825,2018,한기주,삼성,6.69,33,1,4,0,3,0.200,39,54,8,12,5,30,32,29,1.69
826,2018,윤성환,삼성,6.98,24,5,9,0,0,0.357,117 1/3,164,28,32,9,89,99,91,1.67
827,2018,박근홍,삼성,7.43,22,2,0,0,0,1.000,23,28,3,12,6,27,21,19,1.74
828,2018,김대우,삼성,7.93,8,2,2,0,0,0.500,36 1/3,53,7,18,3,15,34,32,1.95
829,2018,이승현,삼성,7.94,19,1,1,0,2,0.500,17,23,4,7,2,14,15,15,1.76
830,2018,김용하,삼성,9.00,4,0,0,0,0,-,3,2,0,4,3,4,4,3,2.00
831,2018,최지광,삼성,11.42,6,0,0,0,0,-,8 2/3,11,0,7,0,7,12,11,2.08
832,2018,안성무,삼성,11.57,2,0,0,0,0,-,2 1/3,3,2,1,0,5,3,3,1.71
833,2018,황수범,삼성,11.57,2,0,0,0,0,-,2 1/3,3,0,6,0,2,3,3,3.86
834,2018,김시현,삼성,12.60,4,0,0,0,0,-,5,10,2,2,2,5,7,7,2.40
835,2018,김기태,삼성,27.00,1,0,0,0,0,-,1 2/3,4,3,0,1,2,5,5,2.40
836,2018,김종수,한화,1.80,3,0,0,0,0,-,5,3,1,0,0,1,1,1,0.60
837,2018,박상원,한화,2.10,69,4,2,0,9,0.667,60,59,3,21,4,62,17,14,1.33
838,2018,송은범,한화,2.50,68,7,4,1,10,0.636,79 1/3,77,2,33,5,61,29,22,1.39
839,2018,이태양,한화,2.84,63,4,2,0,12,0.667,79 1/3,66,10,23,4,85,30,25,1.12
840,2018,정우람,한화,3.40,55,5,3,35,0,0.625,53,49,6,12,2,56,22,20,1.15
841,2018,김성훈,한화,3.58,10,0,2,0,0,0.000,27 2/3,25,2,11,3,28,12,11,1.30
842,2018,임준섭,한화,4.32,10,1,0,0,0,1.000,8 1/3,8,1,6,1,6,4,4,1.68
843,2018,헤일,한화,4.34,12,3,4,0,0,0.429,66 1/3,68,8,17,4,55,35,32,1.28
844,2018,장민재,한화,4.68,34,6,2,0,1,0.750,59 2/3,62,7,23,1,42,33,31,1.42
845,2018,샘슨,한화,4.68,30,13,8,0,0,0.619,161 2/3,144,17,79,5,195,91,84,1.38
846,2018,권혁,한화,4.91,16,1,1,0,3,0.500,11,9,2,4,0,11,6,6,1.18
847,2018,송창식,한화,4.97,12,1,0,0,1,1.000,12 2/3,15,2,4,1,8,7,7,1.50
848,2018,휠러,한화,5.13,19,3,9,0,0,0.250,101 2/3,128,12,34,10,94,62,58,1.59
849,2018,강승현,한화,5.40,2,0,0,0,0,-,1 2/3,3,1,0,0,2,1,1,1.80
850,2018,김재영,한화,5.66,29,6,4,0,1,0.600,111 1/3,136,15,37,12,56,74,70,1.55
851,2018,안영명,한화,5.73,53,8,2,0,8,0.800,66,83,12,15,4,48,44,42,1.48
852,2018,김범수,한화,5.77,55,4,4,0,7,0.500,48 1/3,52,7,29,1,54,33,31,1.68
853,2018,서균,한화,5.79,56,1,1,1,10,0.500,37 1/3,39,7,16,7,22,26,24,1.47
854,2018,윤규진,한화,5.89,18,2,6,0,0,0.250,84,99,14,30,6,81,63,55,1.54
855,2018,김진욱,한화,6.35,3,0,0,0,0,-,5 2/3,6,0,3,3,4,4,4,1.59
856,2018,김민우,한화,6.52,23,5,9,0,0,0.357,99 1/3,133,19,41,8,73,79,72,1.75
857,2018,배영수,한화,6.63,11,2,3,0,0,0.400,55 2/3,69,6,15,6,47,42,41,1.51
858,2018,김진영,한화,7.94,4,0,0,0,0,-,11 1/3,13,1,4,0,9,10,10,1.50
859,2018,박주홍,한화,8.68,22,1,1,0,0,0.500,18 2/3,26,4,10,2,18,18,18,1.93
860,2018,심수창,한화,15.43,3,0,0,0,0,-,2 1/3,7,2,0,0,2,4,4,3.00
861,2018,김경태,한화,16.88,3,0,0,0,0,-,2 2/3,4,2,5,0,2,5,5,3.38
862,2018,이동걸,한화,18.00,1,0,0,0,0,-,2,5,1,0,0,2,4,4,2.50
863,2018,고영창,KIA,-,2,0,0,0,0,-,0,4,0,1,1,0,6,6,-
864,2018,박준표,KIA,0.00,1,0,0,0,0,-,2,0,0,2,0,2,0,0,1.00
865,2018,임기준,KIA,3.54,55,5,1,2,8,0.833,56,59,7,23,3,45,27,22,1.46
866,2018,김윤동,KIA,3.70,64,7,6,4,18,0.538,82 2/3,71,9,54,2,79,39,34,1.51
867,2018,양현종,KIA,4.15,29,13,11,0,0,0.542,184 1/3,199,21,43,2,152,88,85,1.31
868,2018,유승철,KIA,4.37,39,1,0,1,3,1.000,47 1/3,49,5,29,4,44,25,23,1.65
869,2018,헥터,KIA,4.60,29,11,10,0,0,0.524,174,209,25,36,4,137,102,89,1.41
870,2018,문경찬,KIA,4.72,32,0,3,0,0,0.000,55 1/3,62,10,17,2,46,29,29,1.43
871,2018,황인준,KIA,4.96,37,3,1,0,1,0.750,52 2/3,58,9,12,6,35,31,29,1.33
872,2018,임창용,KIA,5.42,37,5,5,4,4,0.500,86 1/3,92,16,29,11,84,54,52,1.40
873,2018,박경태,KIA,5.68,4,0,0,0,0,-,6 1/3,7,0,2,1,6,5,4,1.42
874,2018,한승혁,KIA,5.83,21,7,3,0,0,0.700,88,105,8,44,4,65,62,57,1.69
875,2018,전상현,KIA,6.10,5,0,0,0,0,-,10 1/3,19,1,5,0,7,7,7,2.32
876,2018,임기영,KIA,6.26,29,8,9,0,2,0.471,105,145,20,34,12,68,79,73,1.70
877,2018,팻딘,KIA,6.26,36,6,7,0,2,0.462,129 1/3,174,23,27,4,101,96,90,1.55
878,2018,정용운,KIA,6.30,3,1,0,0,0,1.000,10,10,1,8,0,5,7,7,1.80
879,2018,심동섭,KIA,6.35,7,0,0,0,1,-,5 2/3,7,0,3,0,5,4,4,1.76
880,2018,김세현,KIA,6.75,40,1,6,4,0,0.143,40,56,4,17,2,32,32,30,1.83
881,2018,윤석민,KIA,6.75,28,0,8,11,0,0.000,40,55,9,10,0,29,32,30,1.63
882,2018,이민우,KIA,7.17,30,2,3,0,4,0.400,37 2/3,52,4,23,5,28,34,30,1.99
883,2018,하준영,KIA,9.20,15,0,0,0,0,-,14 2/3,16,3,8,1,12,15,15,1.64
884,2018,김유신,KIA,9.69,10,0,0,0,0,-,13,13,0,6,1,6,14,14,1.46
885,2018,홍건희,KIA,10.26,11,0,1,0,0,0.000,16 2/3,32,4,7,1,13,20,19,2.34
886,2018,박정수,KIA,11.48,11,0,0,0,0,-,13 1/3,17,2,5,3,16,18,17,1.65
887,2018,배제성,KT,0.00,3,0,0,0,0,-,4,3,0,1,0,2,1,0,1.00
888,2018,배우열,KT,1.59,5,0,0,0,0,-,5 2/3,7,0,3,0,9,2,1,1.76
889,2018,이상화,KT,2.61,11,0,0,2,3,-,10 1/3,6,0,5,1,14,3,3,1.06
890,2018,정성곤,KT,2.96,24,1,0,0,5,1.000,24 1/3,23,3,11,0,23,8,8,1.40
891,2018,니퍼트,KT,4.25,29,8,8,0,0,0.500,175 2/3,209,26,39,9,165,88,83,1.41
892,2018,피어밴드,KT,4.30,27,8,8,0,0,0.500,163 1/3,186,24,38,6,141,90,78,1.37
893,2018,김재윤,KT,4.57,62,7,5,15,0,0.583,61,76,11,15,1,66,34,31,1.49
894,2018,심재민,KT,4.61,44,4,5,2,3,0.444,41,47,5,17,2,36,25,21,1.56
895,2018,이종혁,KT,4.66,47,0,5,1,4,0.000,48 1/3,61,4,17,2,31,28,25,1.61
896,2018,류희운,KT,4.91,29,1,1,0,1,0.500,44,53,11,14,2,28,25,24,1.52
897,2018,김민,KT,5.06,9,4,2,0,0,0.667,37 1/3,40,4,25,6,25,26,21,1.74
898,2018,고영표,KT,5.13,25,6,9,0,0,0.400,142,175,17,25,14,134,91,81,1.41
899,2018,홍성용,KT,5.40,56,2,1,1,6,0.667,45,49,7,16,5,42,28,27,1.44
900,2018,금민철,KT,5.41,29,8,12,0,0,0.400,156 1/3,212,19,68,7,79,104,94,1.79
901,2018,엄상백,KT,5.44,55,1,8,2,12,0.111,46 1/3,51,4,17,8,44,33,28,1.47
902,2018,김사율,KT,5.76,29,1,2,0,0,0.333,45 1/3,56,12,10,2,35,32,29,1.46
903,2018,김태오,KT,6.00,8,1,2,0,0,0.333,21,32,4,9,2,14,16,14,1.95
904,2018,고창성,KT,6.69,42,2,0,0,5,1.000,37 2/3,57,7,11,5,23,29,28,1.81
905,2018,신병률,KT,7.01,21,0,0,1,2,-,25 2/3,35,6,7,3,14,22,20,1.64
906,2018,주권,KT,8.39,46,3,9,0,4,0.250,88,118,16,27,7,54,85,82,1.65
907,2018,김민수,KT,9.00,2,0,0,0,0,-,1,1,0,1,0,1,1,1,2.00
908,2018,윤근영,KT,9.72,17,1,0,0,0,1.000,16 2/3,26,3,10,0,17,19,18,2.16
909,2018,박세진,KT,10.68,8,1,5,0,0,0.167,30 1/3,47,10,19,2,24,37,36,2.18
910,2018,최건,KT,13.50,2,0,0,0,0,-,2,5,0,2,0,2,3,3,3.50
911,2018,김용주,KT,18.00,1,0,0,0,0,-,2,5,1,2,0,2,4,4,3.50
912,2018,성동현,LG,0.00,1,1,0,0,0,1.000,1/3,1,0,0,0,0,0,0,3.00
913,2018,임정우,LG,0.00,2,0,0,0,0,-,2/3,1,0,2,0,1,0,0,4.50
914,2018,배민관,LG,1.64,8,0,0,0,0,-,11,9,0,4,2,11,2,2,1.18
915,2018,윌슨,LG,3.07,26,9,4,0,0,0.692,170,158,11,35,6,149,63,58,1.14
916,2018,소사,LG,3.52,27,9,9,0,0,0.500,181 1/3,192,16,28,4,181,83,71,1.21
917,2018,최성훈,LG,3.78,24,0,0,0,3,-,16 2/3,17,4,9,1,14,7,7,1.56
918,2018,윤지웅,LG,4.26,10,0,0,0,0,-,6 1/3,9,0,3,3,4,4,3,1.89
919,2018,김영준,LG,4.35,14,2,1,0,0,0.667,20 2/3,19,3,15,3,16,12,10,1.65
920,2018,배재준,LG,4.42,16,1,0,0,0,1.000,38 2/3,34,3,20,1,41,24,19,1.40
921,2018,최동환,LG,4.62,28,1,0,0,1,1.000,37,33,6,11,3,28,19,19,1.19
922,2018,여건욱,LG,4.76,18,0,0,0,0,-,22 2/3,27,1,8,4,15,13,12,1.54
923,2018,전인환,LG,4.76,5,0,0,0,0,-,5 2/3,7,0,3,0,4,3,3,1.76
924,2018,정찬헌,LG,4.85,66,5,3,27,0,0.625,65,76,5,24,7,50,36,35,1.54
925,2018,김지용,LG,5.36,48,5,6,1,13,0.455,47,52,10,9,2,42,30,28,1.30
926,2018,김태형,LG,5.40,2,0,0,0,0,-,1 2/3,2,1,1,0,1,1,1,1.80
927,2018,임찬규,LG,5.77,29,11,11,1,0,0.500,146 2/3,195,23,47,13,125,104,94,1.65
928,2018,신정락,LG,5.86,49,3,7,0,5,0.300,50 2/3,59,5,17,6,56,37,33,1.50
929,2018,고우석,LG,5.91,56,3,5,0,3,0.375,67,69,10,37,5,44,51,44,1.58
930,2018,차우찬,LG,6.09,29,12,10,0,0,0.545,170,177,27,79,10,136,119,115,1.51
931,2018,진해수,LG,7.21,66,2,3,0,14,0.400,43 2/3,63,7,13,4,37,37,35,1.74
932,2018,김대현,LG,7.54,25,2,10,0,0,0.167,105,145,15,48,9,64,95,88,1.84
933,2018,이동현,LG,7.93,36,2,1,0,4,0.667,36 1/3,49,6,7,3,23,35,32,1.54
934,2018,손주영,LG,8.49,4,0,2,0,0,0.000,11 2/3,13,0,14,2,7,11,11,2.31
935,2018,문광은,LG,12.15,6,0,1,0,0,0.000,6 2/3,11,3,5,0,5,9,9,2.40
936,2018,임지섭,LG,25.07,2,0,2,0,0,0.000,4 2/3,11,3,7,0,4,13,13,3.86
937,2018,김태형,LG,36.00,1,0,0,0,0,-,1,2,0,4,0,0,4,4,6.00
938,2018,이우찬,LG,54.00,3,0,0,0,0,-,2/3,3,0,3,1,0,4,4,9.00
939,2018,심규범,NC,0.00,1,0,0,0,0,-,2/3,1,0,0,0,0,0,0,1.50
940,2018,이우석,NC,0.00,1,0,0,0,0,-,1/3,0,0,1,0,1,0,0,3.00
941,2018,김재균,NC,3.18,4,0,0,0,0,-,5 2/3,3,0,9,0,4,3,2,2.12
942,2018,박진우,NC,3.66,11,1,0,0,1,1.000,19 2/3,18,2,5,2,15,8,8,1.17
943,2018,왕웨이중,NC,4.26,25,7,10,0,0,0.412,141 2/3,169,16,40,2,108,83,67,1.48
944,2018,배재환,NC,4.50,31,3,3,1,2,0.500,36,37,6,25,1,34,18,18,1.72
945,2018,이민호,NC,4.68,50,5,4,14,0,0.556,50,52,8,19,3,42,34,26,1.42
946,2018,이재학,NC,4.79,29,5,13,0,0,0.278,152 1/3,157,13,49,10,116,87,81,1.35
947,2018,이형범,NC,5.17,23,1,1,0,0,0.500,54,62,5,24,1,22,36,31,1.59
948,2018,원종현,NC,5.18,59,3,6,2,17,0.333,64 1/3,78,7,22,2,36,38,37,1.55
949,2018,베렛,NC,5.28,29,6,10,0,0,0.375,155,178,24,59,9,144,94,91,1.53
950,2018,구창모,NC,5.35,36,5,11,0,1,0.313,133,158,21,52,7,116,83,79,1.58
951,2018,김건태,NC,5.43,21,2,3,0,0,0.400,53,60,7,24,7,39,38,32,1.58
952,2018,민태호,NC,5.59,8,1,0,0,0,1.000,9 2/3,11,1,4,1,4,7,6,1.55
953,2018,최성영,NC,5.88,28,2,2,1,0,0.500,64 1/3,66,11,25,4,57,43,42,1.41
954,2018,정수민,NC,6.05,25,2,5,0,1,0.286,58,69,10,33,3,38,43,39,1.76
955,2018,강윤구,NC,6.09,69,7,5,1,17,0.583,54 2/3,54,10,26,1,65,41,37,1.46
956,2018,임창민,NC,6.43,8,0,1,3,0,0.000,7,8,2,2,0,9,6,5,1.43
957,2018,유원상,NC,6.46,41,1,4,0,5,0.200,47 1/3,63,5,17,5,30,37,34,1.69
958,2018,김진성,NC,7.15,50,3,2,0,5,0.600,45 1/3,56,13,19,2,38,38,36,1.65
959,2018,노성호,NC,7.16,20,1,2,0,0,0.333,32 2/3,35,6,29,1,36,29,26,1.96
960,2018,장현식,NC,7.43,21,3,2,2,1,0.600,26 2/3,31,7,17,0,24,22,22,1.80
961,2018,최금강,NC,8.44,19,0,1,0,1,0.000,37 1/3,51,8,22,2,18,36,35,1.96
962,2018,류재인,NC,16.20,1,0,0,0,0,-,1 2/3,1,1,2,3,2,3,3,1.80
963,2018,윤강민,NC,17.47,6,0,0,0,0,-,5 2/3,14,1,5,2,4,11,11,3.35
964,2018,신재웅,SK,2.77,54,2,3,16,6,0.400,52,49,5,28,1,43,23,16,1.48
965,2018,김광현,SK,2.98,25,11,8,0,0,0.579,136,125,16,30,2,130,48,45,1.14
966,2018,박희수,SK,3.27,35,1,2,0,4,0.333,33,35,1,15,3,30,14,12,1.52
967,2018,정동윤,SK,3.38,2,0,0,0,0,-,2 2/3,3,1,1,0,3,1,1,1.50
968,2018,김태훈,SK,3.83,61,9,3,0,10,0.750,94,88,8,36,2,93,44,40,1.32
969,2018,켈리,SK,4.09,28,12,7,0,0,0.632,158 1/3,152,18,47,13,161,78,72,1.26
970,2018,박종훈,SK,4.18,30,14,8,0,0,0.636,159 1/3,158,16,54,20,133,81,74,1.33
971,2018,이승진,SK,4.57,34,0,1,0,0,0.000,41 1/3,41,6,20,4,37,25,21,1.48
972,2018,문승원,SK,4.60,31,8,9,1,1,0.471,150 2/3,180,24,37,4,122,86,77,1.44
973,2018,채병용,SK,4.80,29,2,1,1,3,0.667,30,33,8,8,1,15,16,16,1.37
974,2018,산체스,SK,4.89,29,8,8,0,1,0.500,145 1/3,161,26,39,7,124,90,79,1.38
975,2018,윤희상,SK,5.12,46,1,2,1,7,0.333,51,55,8,7,2,44,29,29,1.22
976,2018,남윤성,SK,5.19,6,0,1,0,0,0.000,8 2/3,12,1,4,0,3,5,5,1.85
977,2018,정영일,SK,5.32,51,3,0,0,13,1.000,44,48,7,21,5,33,33,26,1.57
978,2018,전유수,SK,5.50,16,0,1,0,0,0.000,18,21,3,8,2,15,11,11,1.61
979,2018,박정배,SK,5.84,49,1,3,9,2,0.250,44 2/3,51,9,12,2,44,30,29,1.41
980,2018,서진용,SK,6.12,48,3,2,1,12,0.600,50,52,14,23,2,58,36,34,1.50
981,2018,봉민호,SK,6.75,1,0,0,0,0,-,1 1/3,1,1,0,0,2,1,1,0.75
982,2018,임준혁,SK,7.36,6,0,0,0,0,-,7 1/3,12,0,3,0,2,6,6,2.05
983,2018,김택형,SK,7.71,14,1,2,0,2,0.333,11 2/3,9,1,10,0,11,10,10,1.63
984,2018,백인식,SK,9.42,18,1,2,0,1,0.333,14 1/3,17,4,9,3,14,15,15,1.81
