,찗옷,,쩢챦,챶,썭쐑,챻,챷,첁,쫙,RA/G,쫞초,첔친,탿임,줲%,溶%,BABIP,LOB%,ERA,RA9-WAR,FIP,kFIP,WAR
0,2015,3,1,왍,2,2,0,0,1.000,2.50,5,5,0,7.9,11.8,0.300,80.0,2.50,0.76,3.78,4.01,0.39
1,2015,3,2,KIA,2,2,0,0,1.000,3.50,7,7,0,9.1,15.6,0.386,75.9,3.50,0.96,3.45,3.55,0.40
2,2015,3,3,온,3,3,0,0,1.000,4.67,14,14,2,14.8,16.5,0.347,74.1,5.04,0.76,5.06,5.21,0.49
3,2015,3,4,庸,3,2,0,1,0.667,4.67,14,14,1,12.2,18.3,0.263,63.6,4.67,0.64,4.21,4.30,0.39
4,2015,3,5,홛,2,1,0,1,0.500,4.00,8,8,2,11.8,16.5,0.228,78.5,3.54,1.08,5.29,5.46,0.22
5,2015,3,6,Hero,2,1,0,1,0.500,4.50,9,9,1,13.7,16.8,0.310,77.4,3.86,0.81,5.00,5.18,0.16
6,2015,3,7,SK,2,1,0,1,0.500,4.50,9,9,1,11.0,11.0,0.323,74.3,4.76,0.28,5.09,5.40,0.10
7,2015,3,8,NC,2,0,0,2,0.000,6.50,13,10,4,8.3,6.9,0.268,61.9,5.62,0.07,7.18,7.57,-0.21
8,2015,3,9,LG,3,0,0,3,0.000,5.67,17,17,5,12.6,17.1,0.314,71.4,6.46,0.30,6.53,6.64,-0.07
9,2015,3,10,KT,3,0,0,3,0.000,8.33,25,23,6,10.5,17.7,0.367,60.1,8.28,-0.42,6.78,6.82,-0.11
10,2015,4,1,庸,23,15,0,8,0.652,3.83,88,82,21,6.7,23.6,0.310,74.9,3.61,7.08,3.99,3.78,5.66
11,2015,4,2,왍,22,14,0,8,0.636,5.41,119,108,24,12.0,22.4,0.319,69.1,4.84,5.36,4.90,4.83,2.84
12,2015,4,3,LG,23,13,0,10,0.565,4.65,107,97,22,8.9,17.9,0.308,71.9,4.24,5.30,4.81,4.85,2.57
13,2015,4,4,SK,22,12,0,10,0.545,4.46,98,87,21,8.6,21.2,0.289,69.9,4.06,4.75,4.44,4.34,3.41
14,2015,4,5,홛,22,12,0,10,0.545,5.59,123,110,22,11.5,18.4,0.314,68.2,5.06,3.70,5.19,5.25,1.87
15,2015,4,6,Hero,23,12,0,11,0.522,5.04,116,108,22,9.4,23.5,0.326,68.0,4.79,3.95,4.37,4.20,3.90
16,2015,4,7,온,22,11,0,11,0.500,4.77,105,98,21,7.7,20.2,0.325,69.6,4.55,5.90,4.34,4.24,4.24
17,2015,4,8,NC,22,10,0,12,0.455,5.68,125,116,22,9.3,17.6,0.293,63.2,5.41,2.23,5.09,5.15,1.74
18,2015,4,9,KIA,23,10,0,13,0.435,5.17,119,111,26,11.2,17.1,0.312,72.9,4.77,4.34,5.34,5.43,1.32
19,2015,4,10,KT,22,3,0,19,0.136,6.09,134,120,28,14.2,16.6,0.334,70.4,5.52,2.32,5.99,6.16,0.07
20,2015,5,1,NC,26,20,1,5,0.800,3.73,97,89,18,9.2,19.8,0.292,75.9,3.41,8.77,4.32,4.29,4.29
21,2015,5,2,Hero,27,15,1,11,0.577,5.59,151,137,32,9.5,19.3,0.321,68.0,5.06,3.68,5.02,5.00,2.71
22,2015,5,3,庸,25,14,0,11,0.560,4.28,107,98,31,7.0,22.7,0.304,74.4,4.01,6.56,4.59,4.42,4.04
23,2015,5,4,왍,23,12,0,11,0.522,5.96,137,130,24,9.8,17.4,0.330,65.9,5.75,3.98,5.09,5.14,2.58
24,2015,5,5,온,27,14,0,13,0.519,5.67,153,141,32,10.0,19.0,0.339,69.5,5.29,3.49,5.16,5.15,1.83
25,2015,5,6,SK,25,12,1,12,0.500,4.60,115,106,27,9.5,21.4,0.297,72.0,4.28,6.06,4.63,4.53,3.65
26,2015,5,7,홛,27,13,0,14,0.481,5.74,155,144,25,11.9,16.2,0.334,68.5,5.47,2.78,5.23,5.36,1.87
27,2015,5,8,KIA,25,12,0,13,0.480,4.68,117,108,24,10.5,18.5,0.324,73.3,4.46,4.00,5.05,5.09,1.97
28,2015,5,9,LG,26,8,1,17,0.320,5.81,151,144,26,9.1,20.1,0.357,66.6,5.61,3.64,4.69,4.63,3.49
29,2015,5,10,KT,27,7,0,20,0.259,6.78,183,153,27,9.9,19.2,0.346,59.9,5.72,0.50,4.87,4.85,2.69
30,2015,6,1,Hero,21,12,0,9,0.571,4.81,101,90,26,9.1,19.4,0.309,73.3,4.33,3.83,5.13,5.12,1.75
31,2015,6,2,LG,23,13,0,10,0.565,4.22,97,87,15,7.4,20.2,0.329,72.6,3.81,5.40,4.03,3.94,4.36
32,2015,6,3,KIA,20,11,0,9,0.550,4.30,86,84,18,9.1,16.6,0.300,73.3,4.32,5.48,4.91,5.00,2.03
33,2015,6,4,홛,22,12,0,10,0.545,4.54,100,80,28,10.2,17.9,0.271,74.3,3.67,5.13,5.33,5.38,1.57
34,2015,6,5,庸,21,11,0,10,0.524,5.29,111,104,26,7.9,20.0,0.306,66.3,5.06,3.61,4.83,4.76,2.78
35,2015,6,6,왍,23,12,0,11,0.522,4.52,104,101,22,8.8,18.8,0.313,72.3,4.46,5.27,4.66,4.65,2.85
36,2015,6,7,NC,22,11,0,11,0.500,4.91,108,98,20,7.8,18.5,0.329,69.8,4.63,3.48,4.57,4.55,2.92
37,2015,6,8,KT,23,11,0,12,0.478,6.61,152,133,24,9.1,19.1,0.367,62.7,5.93,1.53,4.80,4.75,2.50
38,2015,6,9,SK,22,10,0,12,0.455,5.23,115,105,18,8.2,19.6,0.346,68.2,4.81,3.64,4.27,4.18,3.49
39,2015,6,10,온,21,6,0,15,0.286,6.86,144,121,32,6.9,16.2,0.350,62.0,5.98,1.03,5.41,5.43,1.17
40,2015,7,1,庸,21,14,0,7,0.667,5.81,122,111,34,8.4,20.0,0.324,69.8,5.31,2.71,5.46,5.39,1.31
41,2015,7,2,Hero,20,12,0,8,0.600,5.95,119,102,16,7.6,17.5,0.326,60.3,5.06,1.79,4.30,4.30,3.04
42,2015,7,3,왍,21,11,0,10,0.524,5.57,117,112,16,9.0,17.2,0.352,67.0,5.39,3.55,4.57,4.61,2.47
43,2015,7,4,온,22,11,0,11,0.500,4.23,93,89,15,8.2,19.1,0.333,74.1,3.95,7.26,4.14,4.10,3.96
44,2015,7,5,SK,19,9,1,9,0.500,5.00,95,90,24,8.1,18.6,0.335,73.8,4.61,4.88,4.88,4.86,2.04
45,2015,7,6,홛,20,10,0,10,0.500,6.00,120,110,28,10.9,15.1,0.299,68.3,5.53,2.23,5.84,6.00,0.12
46,2015,7,7,KIA,22,10,0,12,0.455,6.04,133,111,18,10.3,16.3,0.352,65.8,5.09,2.24,4.88,4.98,1.97
47,2015,7,8,KT,18,8,0,10,0.444,5.89,106,98,21,7.5,16.1,0.355,66.0,5.73,2.37,5.13,5.19,1.58
48,2015,7,9,NC,20,8,1,11,0.421,5.20,104,97,25,7.8,18.2,0.321,71.5,4.84,3.48,5.15,5.15,1.95
49,2015,7,10,LG,19,7,0,12,0.368,5.42,103,96,18,8.7,18.6,0.322,66.4,5.10,4.05,4.65,4.63,2.73
50,2015,8,1,NC,24,19,0,5,0.792,3.58,86,80,22,6.7,22.1,0.281,75.9,3.33,8.86,4.16,4.03,5.89
51,2015,8,2,庸,24,15,0,9,0.625,5.75,138,132,31,8.5,20.5,0.352,69.3,5.48,3.60,4.87,4.76,3.18
52,2015,8,3,왍,24,14,0,10,0.583,4.46,107,95,17,9.9,19.9,0.322,71.9,3.96,6.42,4.31,4.28,4.43
53,2015,8,4,KT,25,14,0,11,0.560,5.80,145,135,24,10.0,17.9,0.346,68.3,5.41,3.04,5.04,5.08,2.00
54,2015,8,5,KIA,24,11,0,13,0.458,4.96,119,115,28,8.0,15.4,0.320,72.0,4.92,4.40,5.20,5.29,1.63
55,2015,8,6,LG,25,11,0,14,0.440,5.12,128,112,23,8.3,17.2,0.315,67.5,4.52,4.20,4.68,4.71,3.13
56,2015,8,7,Hero,25,11,0,14,0.440,6.12,153,138,23,9.5,18.3,0.356,65.0,5.65,2.35,4.84,4.86,2.30
57,2015,8,8,온,23,9,0,14,0.391,6.44,148,137,30,7.6,14.8,0.349,65.0,6.14,0.76,5.53,5.65,0.12
58,2015,8,9,홛,25,9,0,16,0.360,5.16,129,121,20,11.0,14.8,0.310,68.8,4.96,4.62,5.06,5.23,1.74
59,2015,8,10,SK,25,9,0,16,0.360,5.92,148,141,33,10.2,21.3,0.367,69.1,5.74,3.74,5.06,4.96,2.67
60,2015,9,1,NC,24,14,0,10,0.583,4.67,112,108,34,6.8,19.1,0.326,75.9,4.62,5.59,5.14,5.08,2.55
61,2015,9,2,庸,24,14,0,10,0.583,5.33,128,118,35,7.4,22.1,0.321,67.5,5.16,3.60,4.91,4.74,2.79
62,2015,9,3,SK,26,15,0,11,0.577,5.00,130,122,27,9.7,20.7,0.331,70.7,4.82,4.96,4.74,4.67,3.07
63,2015,9,4,Hero,23,13,0,10,0.565,5.70,131,116,24,8.5,13.4,0.327,67.5,5.14,3.86,5.27,5.44,1.72
64,2015,9,5,LG,21,10,1,10,0.500,4.81,101,93,15,9.8,20.2,0.338,69.3,4.52,5.11,4.24,4.18,3.93
65,2015,9,6,온,23,11,1,11,0.500,5.52,127,109,28,9.8,17.7,0.300,69.0,4.63,4.75,5.24,5.29,1.82
66,2015,9,7,왍,25,11,0,14,0.440,7.08,177,160,34,11.2,15.5,0.347,63.7,6.52,0.34,5.87,6.02,-0.15
67,2015,9,8,KIA,23,10,0,13,0.435,5.61,129,117,26,10.3,20.8,0.330,67.0,5.24,3.13,4.93,4.87,2.14
68,2015,9,9,홛,23,10,0,13,0.435,6.70,154,145,29,12.0,13.6,0.326,66.3,6.31,2.22,6.07,6.33,0.10
69,2015,9,10,KT,22,8,0,14,0.364,5.27,116,108,21,9.1,18.0,0.385,71.3,5.23,2.63,4.78,4.78,2.13
70,2015,10,1,庸,3,3,0,0,1.000,2.67,8,7,3,4.8,31.7,0.226,79.8,2.25,1.43,3.29,2.86,1.11
71,2015,10,2,왍,4,3,0,1,0.750,2.50,10,8,1,11.1,22.2,0.260,80.7,2.00,1.98,3.67,3.59,0.92
72,2015,10,3,NC,4,2,1,1,0.667,2.50,10,8,4,5.5,19.6,0.313,90.5,1.89,1.62,4.25,4.15,0.67
73,2015,10,4,Hero,3,2,0,1,0.667,3.33,10,7,2,9.3,24.6,0.360,80.6,2.33,1.19,3.65,3.42,0.70
74,2015,10,5,LG,4,2,0,2,0.500,4.25,17,14,1,8.4,19.4,0.343,69.2,3.50,0.97,3.48,3.43,1.01
75,2015,10,6,KT,4,1,1,2,0.333,3.50,14,12,3,6.2,21.6,0.314,78.6,2.79,1.82,3.67,3.49,1.36
76,2015,10,7,홛,3,1,0,2,0.333,3.67,11,9,3,7.8,14.7,0.253,73.6,3.24,0.53,4.94,5.07,0.35
77,2015,10,8,SK,3,1,0,2,0.333,4.67,14,13,2,10.3,17.9,0.300,69.1,4.33,0.62,4.47,4.52,0.38
78,2015,10,9,온,3,1,0,2,0.333,6.00,18,18,4,6.2,13.3,0.337,65.0,6.48,0.24,5.46,5.57,0.09
79,2015,10,10,KIA,5,1,0,4,0.200,5.80,29,26,3,14.7,12.0,0.340,71.4,5.20,0.60,5.86,6.25,0.06
80,2016,4,1,왍,24,17,1,6,0.739,3.54,85,77,13,8.1,20.5,0.318,76.0,3.21,8.75,4.01,3.85,6.02
81,2016,4,2,SK,25,16,0,9,0.640,3.76,94,87,25,8.8,18.3,0.269,77.3,3.49,8.18,5.04,5.03,3.26
82,2016,4,3,NC,23,12,0,11,0.522,4.22,97,86,17,7.4,21.8,0.301,70.7,3.83,6.23,4.31,4.10,4.96
83,2016,4,4,LG,22,11,0,11,0.500,5.59,123,111,15,9.2,18.1,0.346,65.4,5.03,4.18,4.46,4.39,4.08
84,2016,4,5,KT,25,12,0,13,0.480,5.04,126,114,21,9.6,15.7,0.311,70.1,4.53,5.66,5.07,5.15,2.38
85,2016,4,6,온,25,12,0,13,0.480,5.04,126,110,24,11.3,19.3,0.339,71.9,4.54,4.81,5.05,4.94,3.27
86,2016,4,7,Hero,24,11,1,12,0.478,4.50,108,96,20,6.8,16.6,0.329,72.0,4.02,6.83,4.55,4.52,4.38
87,2016,4,8,庸,23,11,0,12,0.478,5.48,126,119,26,9.0,17.4,0.327,68.1,5.33,3.97,5.26,5.23,2.21
88,2016,4,9,KIA,22,9,0,13,0.409,4.73,104,92,19,10.4,17.3,0.326,72.6,4.27,5.50,5.02,5.01,2.66
89,2016,4,10,홛,23,6,0,17,0.261,6.65,153,131,29,13.5,18.5,0.323,65.4,5.70,2.38,5.90,5.89,0.85
90,2016,5,1,왍,25,18,0,7,0.720,5.40,135,131,24,9.3,18.5,0.358,70.7,5.28,3.86,4.95,4.86,3.28
91,2016,5,2,NC,23,14,1,8,0.636,4.83,111,106,24,8.7,21.5,0.330,72.6,4.59,6.01,4.80,4.59,3.94
92,2016,5,3,Hero,25,14,0,11,0.560,4.76,119,112,20,7.9,13.3,0.323,70.6,4.58,5.87,5.02,5.19,2.46
93,2016,5,4,KIA,25,12,1,12,0.500,5.88,147,129,27,10.4,14.5,0.322,67.4,5.24,4.38,5.57,5.70,2.47
94,2016,5,5,LG,23,11,1,11,0.500,5.65,130,123,16,10.7,14.5,0.327,66.4,5.40,4.69,5.08,5.22,2.93
95,2016,5,6,庸,26,13,0,13,0.500,6.04,157,146,32,9.4,16.0,0.331,66.9,5.66,3.19,5.60,5.65,1.86
96,2016,5,7,온,24,11,0,13,0.458,6.67,160,150,37,9.6,17.8,0.338,64.5,6.52,2.12,5.94,5.88,1.27
97,2016,5,8,홛,25,10,1,14,0.417,7.72,193,180,29,12.6,14.9,0.369,61.5,7.42,0.33,6.10,6.24,1.21
98,2016,5,9,SK,24,9,0,15,0.375,6.21,149,128,29,9.7,14.7,0.333,66.1,5.48,1.68,5.70,5.81,1.11
99,2016,5,10,KT,24,7,2,15,0.318,6.67,160,141,30,10.2,16.9,0.329,62.9,5.90,3.20,5.60,5.60,2.31
100,2016,6,1,NC,23,16,1,6,0.727,5.09,117,109,17,10.8,19.4,0.336,70.0,4.72,5.33,4.74,4.65,3.51
101,2016,6,2,왍,25,16,0,9,0.640,4.32,108,92,26,8.5,17.5,0.289,73.8,3.74,6.97,5.06,5.04,3.44
102,2016,6,3,Hero,25,14,0,11,0.560,6.20,155,143,28,7.8,16.1,0.329,62.4,5.77,2.81,5.13,5.13,2.67
103,2016,6,4,홛,24,12,1,11,0.522,5.58,134,117,21,9.8,15.9,0.318,66.6,4.76,5.05,4.99,5.03,2.14
104,2016,6,5,SK,26,13,0,13,0.500,4.88,127,108,26,8.6,17.8,0.315,70.0,4.26,5.51,4.92,4.86,3.34
105,2016,6,6,KIA,25,12,0,13,0.480,5.60,140,133,19,8.6,17.2,0.351,66.3,5.37,3.98,4.55,4.48,3.45
106,2016,6,7,온,25,12,0,13,0.480,5.80,145,140,24,9.3,20.1,0.337,65.0,5.64,4.16,4.76,4.60,3.79
107,2016,6,8,KT,24,11,0,13,0.458,6.67,160,146,28,7.9,14.9,0.365,66.0,6.03,2.99,5.39,5.45,2.21
108,2016,6,9,LG,25,10,0,15,0.400,5.88,147,129,27,8.8,14.0,0.305,66.4,5.16,3.23,5.56,5.72,1.60
109,2016,6,10,庸,26,7,0,19,0.269,6.62,172,160,42,9.0,16.2,0.338,67.4,6.18,2.39,6.10,6.13,0.82
110,2016,7,1,Hero,21,14,0,7,0.667,5.57,117,109,29,8.3,15.2,0.337,72.6,5.08,3.60,5.55,5.59,1.33
111,2016,7,2,홛,21,13,1,7,0.650,5.29,111,105,15,9.1,16.6,0.321,67.6,4.93,4.15,4.75,4.77,2.53
112,2016,7,3,NC,20,12,0,8,0.600,5.50,110,104,23,9.3,20.4,0.333,67.8,5.32,3.41,5.08,4.92,2.19
113,2016,7,4,KIA,23,13,0,10,0.565,5.26,121,106,25,10.0,13.4,0.303,70.4,4.64,4.63,5.60,5.78,1.35
114,2016,7,5,庸,18,8,1,9,0.471,5.61,101,90,24,8.8,15.2,0.303,69.4,4.90,2.88,5.71,5.81,0.81
115,2016,7,6,온,20,9,0,11,0.450,6.75,135,120,27,11.2,14.9,0.331,65.2,6.08,1.39,6.09,6.21,0.10
116,2016,7,7,왍,21,9,0,12,0.429,5.95,125,120,23,10.0,12.5,0.296,64.4,5.78,3.26,5.79,6.03,1.31
117,2016,7,8,SK,22,9,0,13,0.409,6.59,145,128,26,11.1,15.5,0.332,64.8,5.86,1.92,5.72,5.81,1.53
118,2016,7,9,KT,20,8,0,12,0.400,7.55,151,138,21,12.0,16.0,0.371,60.7,7.14,0.81,5.76,5.84,0.88
119,2016,7,10,LG,22,8,0,14,0.364,6.64,146,135,27,9.6,14.4,0.323,63.7,6.26,1.43,5.85,6.00,1.13
120,2016,8,1,왍,24,16,0,8,0.667,4.75,114,106,29,8.6,16.8,0.319,75.0,4.40,5.66,5.34,5.35,1.59
121,2016,8,2,LG,26,16,0,10,0.615,5.77,150,132,18,8.7,17.1,0.338,64.5,5.14,5.15,4.64,4.63,4.04
122,2016,8,3,Hero,23,13,0,10,0.565,4.87,112,103,25,7.4,16.7,0.310,71.4,4.53,5.26,5.12,5.12,2.70
123,2016,8,4,NC,23,12,0,11,0.522,5.00,115,105,17,9.8,17.3,0.309,68.4,4.69,5.16,4.83,4.82,2.58
124,2016,8,5,庸,23,12,0,11,0.522,6.17,142,130,28,8.3,14.7,0.329,64.9,5.82,2.53,5.60,5.69,1.06
125,2016,8,6,KIA,24,12,0,12,0.500,6.46,155,141,19,10.2,18.2,0.366,63.3,5.96,1.97,4.80,4.72,2.92
126,2016,8,7,SK,25,12,0,13,0.480,5.72,143,135,25,9.1,15.8,0.329,66.5,5.52,4.04,5.21,5.26,2.24
127,2016,8,8,홛,24,11,0,13,0.458,6.71,161,147,30,9.3,17.4,0.341,62.2,6.30,2.39,5.49,5.46,1.64
128,2016,8,9,온,23,9,0,14,0.391,5.78,133,125,30,8.8,16.8,0.348,69.6,5.57,4.16,5.49,5.47,2.55
129,2016,8,10,KT,23,6,0,17,0.261,6.96,160,142,27,8.0,19.2,0.377,60.4,6.45,0.60,5.04,4.86,2.32
130,2016,9,1,왍,22,15,0,7,0.682,4.36,96,94,20,8.4,17.9,0.326,74.3,4.34,6.17,4.81,4.76,3.64
131,2016,9,2,LG,21,13,1,7,0.650,4.10,86,75,15,8.5,15.5,0.292,73.4,3.55,6.85,4.77,4.86,2.59
132,2016,9,3,NC,25,13,1,11,0.542,4.48,112,106,33,9.3,20.6,0.317,77.3,4.20,6.97,5.20,5.02,3.41
133,2016,9,4,온,21,11,0,10,0.524,6.10,128,112,16,10.4,15.8,0.348,64.6,5.48,2.87,5.04,5.11,2.57
134,2016,9,5,庸,23,12,0,11,0.522,6.22,143,137,33,9.4,16.6,0.329,68.2,5.99,3.81,5.86,5.89,1.64
135,2016,9,6,홛,23,11,0,12,0.478,6.09,140,132,26,9.7,15.4,0.368,69.1,5.72,2.95,5.38,5.42,1.17
